"tech_typ","model","RMSE","MAE","MAPE","MDAPE","Bias"
"Wind Offshore","Generic PC",0.221638405711621,0.174763833097813,329.143821548914,56.8157124040604,0.15466882732564
"Wind Offshore","GB LM",0.117950803289783,0.0859588403081583,200.794366437751,25.8363123148752,-0.0381221557164823
"Wind Offshore","QM",0.113223027421931,0.0825852387301391,148.648716625782,29.2826346002902,0.00772963702631741
"Wind Offshore","Linear model",0.107318387629706,0.07984483210077,183.921980202312,27.0469736045527,0.00270627404015207
"Wind Offshore","LM bru model",0.105241838050956,0.0796019640731035,383.834469520333,24.9424007703491,0.000296979304716192
"Wind Offshore","ST model coarser",0.0766002509766322,0.0557890723609974,394.990265982331,17.8513198027755,-0.000322379536607307
"Wind Onshore","Generic PC",0.175144541552224,0.128514322418906,297.870993183248,58.031212484994,0.077266023337952
"Wind Onshore","QM",0.141276973336618,0.0943738277364463,134.461281881502,45.9812023071003,-0.0474886187960894
"Wind Onshore","GB LM",0.12978212615857,0.0951558373462151,279.695799494084,46.0136791336583,0.0100443396283018
"Wind Onshore","Linear model",0.119639097380858,0.0880077993998441,332.615838940005,42.8989879552213,0.000367383621700071
"Wind Onshore","LM bru model",0.116065081655897,0.0843094745415718,318.700624248252,42.0767566792025,0.00125943202333329
"Wind Onshore","ST model coarser",0.0883388155499136,0.0629320446804253,281.213570442759,29.7776989356584,0.00124906355391624
