"date","variance","variance_unweighted","fit","observed","norm_power_est0","q0.025","median","q0.975","fit_unweighted","observed_unweighted","norm_power_est0_unweighted","q0.025_unweighted","median_unweighted","q0.975_unweighted","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci","aggr_in_ci_unweighted","shapiro_p","normality"
2025-01-26,0.000677319964907419,0.000677319964907419,0.653942451343362,0.613028412150985,0.772374617208494,0.653942451343362,0.653942451343362,0.653942451343362,0.653942451343362,0.613028412150985,0.772374617208494,0.653942451343362,0.653942451343362,0.653942451343362,0.863945578231292,0.871794871794872,0.833333333333333,0.886524822695035,0.885964912280702,0.888888888888889,0,0,0.00551776164799078,"not normal"
