"model","mlik","dic","waic","mean_log_cpo","mean_log_gcpo","AIC","BIC","logLik","deviance","R2"
"ts_bru0_lm_250520.rds",5347.39902452281,-10914.9004969187,-10914.1729936217,0.698551269736374,0.694471541958895,NA,NA,NA,NA,NA
"st_bru0_very_coarse_250520.rds",6768.76510754641,-14361.0766480495,-14421.4806476777,0.92235369594445,0.892029195048692,NA,NA,NA,NA,NA
"lm_model_aic0_250520.rds",NA,NA,NA,NA,NA,-10614.3136519378,-10482.0087423899,5326.15682596891,116.974482041488,0.603420642673337
"gblm_model_aic0_250520.rds",NA,NA,NA,NA,NA,-364084.390839545,-363978.047597565,182053.195419772,301.965090619143,0.958670502860869
"qm_model_250520.rds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.546204430358055
