"model","mlik","dic","waic","mean_log_cpo","mean_log_gcpo","AIC","BIC","logLik","deviance","R2"
"ts_bru0_lm_250925.rds",8287.16433796058,-16796.2994525614,-16788.2027183494,1.08338794778154,1.0723094928135,NA,NA,NA,NA,NA
"st_bru0_very_coarse_250925.rds",9622.46908545897,-20326.4173209314,-20263.8747965763,1.30577062346617,1.2804979377492,NA,NA,NA,NA,NA
"lm_model_aic0_250925.rds",NA,NA,NA,NA,NA,-16493.3407308215,-16361.1921203555,8265.67036541077,53.7146685413356,0.841368883703718
"gblm_model_aic0_250925.rds",NA,NA,NA,NA,NA,-364084.390839545,-363978.047597565,182053.195419772,301.965090619143,0.958670502860869
"qm_model_250925.rds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.820951517840797
