"model","mlik","dic","waic","mean_log_cpo","mean_log_gcpo","AIC","BIC","logLik","deviance","R2"
"ts_bru0_lm_250506.rds",5636.45415586853,-11448.8148596593,-11445.6845309711,0.752213243907782,0.744813250466488,NA,NA,NA,NA,NA
"st_bru0_very_coarse_250506.rds",6943.59998856779,-14676.0866306886,-14658.9465376819,0.962395072358913,0.938356170094006,NA,NA,NA,NA,NA
"lm_model_aic0_250506.rds",NA,NA,NA,NA,NA,-11183.4075813632,-11107.1010697167,5602.70379068159,102.128637123485,0.815928677163066
"gblm_model_aic0_250506.rds",NA,NA,NA,NA,NA,-364084.390839545,-363978.047597565,182053.195419772,301.965090619143,0.958670502860869
"qm_model_250506.rds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.796562622962994
