"date","q0.025","median","q0.975","observed","fit","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci","shapiro_p","normality"
2025-04-07,-0.249594985586035,-0.12035365607081,0.0234019177310614,-0.0955667203698286,-0.118549997498103,0.646258503401361,0.623931623931624,0.733333333333333,0.986394557823129,0.982905982905983,1,1,0.941624683320067,"maybe normal"
