"date","q0.025","median","q0.975","observed","fit","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci","shapiro_p","normality"
2025-01-28,-0.0589216579338058,-0.0376239479312569,-0.016225760601197,-0.0355192432135768,-0.0391270977287878,0.802721088435374,0.837606837606838,0.666666666666667,0.979591836734694,0.982905982905983,0.966666666666667,1,0.0771211127159666,"maybe normal"
