"model","RMSE","MAE","MDAPE","Bias"
"Generic PC",0.181345064839961,0.135770051662206,62.9646507167054,0.0951423635803346
"QM",0.128107747380721,0.0874357605972349,44.7332999958499,-0.0264952060285427
"GB LM",0.121134696597725,0.089623961512333,40.8503670642422,0.0092556331095383
"Linear model",0.111286168883777,0.0816164050480862,39.9503406033705,0.000179774224587578
"LM bru model",0.108227434491299,0.0785951046937019,37.9294656307398,0.000471700259902274
"ST model coarser",0.0795539669314028,0.0570255175461565,28.3226503427556,0.000567071741431655
