"variance","variance_unweighted","fit","observed","norm_power_est0","q0.025","median","q0.975","fit_unweighted","observed_unweighted","norm_power_est0_unweighted","q0.025_unweighted","median_unweighted","q0.975_unweighted","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci","aggr_in_ci_unweighted"
0.000102024656786465,0.000102024656786465,0.128147244241962,0.139036422836972,0.257201602061788,0.128147244241962,0.128147244241962,0.128147244241962,0.128147244241962,0.139036422836972,0.257201602061788,0.128147244241962,0.128147244241962,0.128147244241962,0.653061224489796,0.666666666666667,0.6,0.950704225352113,0.965217391304348,0.888888888888889,0,0
