"date","variance","variance_unweighted","fit","observed","norm_power_est0","q0.025","median","q0.975","fit_unweighted","observed_unweighted","norm_power_est0_unweighted","q0.025_unweighted","median_unweighted","q0.975_unweighted","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci","aggr_in_ci_unweighted"
2025-06-28,0.00092720969713571,0.00092720969713571,0.755335217666287,0.661256411515122,0.935135748393284,0.755335217666287,0.755335217666287,0.755335217666287,0.755335217666287,0.661256411515122,0.935135748393284,0.755335217666287,0.755335217666287,0.755335217666287,0.795918367346939,0.811965811965812,0.733333333333333,0.848275862068966,0.853448275862069,0.827586206896552,0,0
