"model","mlik","dic","waic","mean_log_cpo","mean_log_gcpo","AIC","BIC","logLik","deviance","R2"
"ts_bru0_lm_250330.rds",3702.35413869911,-7592.17469228776,-7596.98879014928,0.531183388917919,0.5239172876476,NA,NA,NA,NA,NA
"st_bru0_very_coarse_250330.rds",4705.75274381464,-10110.9652172457,-10150.1873848341,0.709189576414967,0.698290534810578,NA,NA,NA,NA,NA
"lm_model_aic0_250330.rds",NA,NA,NA,NA,NA,-7123.40574028324,-6992.78059804832,3580.70287014162,153.803417134508,0.745307191858812
"gblm_model_aic0_250330.rds",NA,NA,NA,NA,NA,-364084.390839545,-363978.047597565,182053.195419772,301.965090619143,0.958670502860869
"qm_model_250330.rds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.665109545451733
