"model","mlik","dic","waic","mean_log_cpo","mean_log_gcpo","AIC","BIC","logLik","deviance","R2"
"ts_bru0_lm_250322.rds",5611.19923451877,-11387.8737400104,-11383.3601115949,0.754964394255805,0.743602790107928,NA,NA,NA,NA,NA
"st_bru0_very_coarse_250322.rds",6906.29772790755,-14630.4005103385,-14657.0442669665,0.971138457040764,0.946639572501195,NA,NA,NA,NA,NA
"lm_model_aic0_250322.rds",NA,NA,NA,NA,NA,-11142.9758319454,-11018.2746250736,5589.48791597272,100.198008180513,0.854879442288952
"gblm_model_aic0_250322.rds",NA,NA,NA,NA,NA,-364084.390839545,-363978.047597565,182053.195419772,301.965090619143,0.958670502860869
"qm_model_250322.rds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.801448828367763
