"tech_typ","model","RMSE","MAE","MAPE","MDAPE","Bias"
"Wind Offshore","Generic PC",0.164986922047662,0.111220330452781,491.55623140753,144.869437149802,0.101108011307232
"Wind Offshore","GB LM",0.0937633607924324,0.0605070653268227,353.014967960246,52.6629750069319,0.0151270989860762
"Wind Offshore","LM bru model",0.0862775307567247,0.0486103135339311,251.346005839177,52.1888126676154,0.00140176420827453
"Wind Offshore","QM",0.0859568812100313,0.0477701822020985,180.019281259206,53.1034118547569,0.00713736264328258
"Wind Offshore","Linear model",0.0842357570039903,0.0469511436632514,212.791086604516,47.1285552885365,0.000245687363795713
"Wind Offshore","ST model coarser",0.056012370007632,0.0303208273131987,163.586049239985,30.9611166834387,-0.00101173956745493
"Wind Onshore","Generic PC",0.132852063922428,0.0802174941987039,836.545258676275,66.3501997901734,0.0385699961629872
"Wind Onshore","QM",0.124926656166057,0.0668275231209961,264.39260109309,68.189278444921,-0.0358277137833311
"Wind Onshore","GB LM",0.110101079804113,0.0695088007589453,1103.48485272881,55.7837645803606,0.00671910700948329
"Wind Onshore","Linear model",0.101626701064663,0.063481216072023,778.209284400193,59.415847342728,0.00401242290849959
"Wind Onshore","LM bru model",0.0994194287427473,0.0616569619008334,685.772322262119,59.1657049501735,0.00320966910148399
"Wind Onshore","ST model coarser",0.0725256775020442,0.0432596179488705,536.06372265484,41.0316127274505,0.0026186109005271
