"model","mlik","dic","waic","mean_log_cpo","mean_log_gcpo","AIC","BIC","logLik","deviance","R2"
"ts_bru0_lm_250405.rds",3508.93265094357,-7186.66240750667,-7190.94672749817,0.50195020293267,0.496377597636463,NA,NA,NA,NA,NA
"st_bru0_very_coarse_250405.rds",4455.59225120544,-9506.57047038338,-9561.88909239259,0.667023981958524,0.645739942569603,NA,NA,NA,NA,NA
"lm_model_aic0_250405.rds",NA,NA,NA,NA,NA,-6869.36922753744,-6752.46559670499,3451.68461376872,159.980701824786,0.73924484192771
"gblm_model_aic0_250405.rds",NA,NA,NA,NA,NA,-364084.390839545,-363978.047597565,182053.195419772,301.965090619143,0.958670502860869
"qm_model_250405.rds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.711587031173252
