"date","q0.025","median","q0.975","observed","fit","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci","shapiro_p","normality"
2025-01-24,-0.130875631421283,-0.0383321453187776,0.0474329555192533,-0.0544538599235213,-0.0372229963324009,0.714285714285714,0.726495726495726,0.666666666666667,0.986394557823129,1,0.933333333333333,1,0.815054324819689,"maybe normal"
