"date","q0.025","median","q0.975","observed","fit","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci","shapiro_p","normality"
2025-09-15,-0.141017786189332,-0.122991863004141,-0.105825231518252,-0.125106214240945,-0.123605704542467,0.802721088435374,0.803418803418803,0.8,0.986394557823129,0.991452991452991,0.966666666666667,1,0.00845006498484011,"not normal"
