"model","mlik","dic","waic","mean_log_cpo","mean_log_gcpo","AIC","BIC","logLik","deviance","R2"
"ts_bru0_lm_250904.rds",4905.0698448166,-9982.58814204568,-9984.83996937799,0.681558688445259,0.672545966784582,NA,NA,NA,NA,NA
"st_bru0_very_coarse_250904.rds",6039.99808245487,-12938.7091232131,-12969.57787338,0.884057629466229,0.857860037668055,NA,NA,NA,NA,NA
"lm_model_aic0_250904.rds",NA,NA,NA,NA,NA,-9611.13022972536,-9480.04830948154,4824.56511486268,114.87952425999,0.836906213336419
"gblm_model_aic0_250904.rds",NA,NA,NA,NA,NA,-364084.390839545,-363978.047597565,182053.195419772,301.965090619143,0.958670502860869
"qm_model_250904.rds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.798140063087912
