"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"high","Generic PC",0.234609433901952,0.192754668112745,72.7805901710222,29.5538166554387,0.146102102139083
"high","QM",0.193639105045586,0.149182350362634,36.5488424497174,22.9971491755577,-0.0428020796801644
"high","GB LM",0.176686857169728,0.142884658377536,50.6375902463991,20.9034092686439,-0.0528822186969089
"high","Linear model",0.158571292191929,0.126637634895294,38.5482416646698,18.3006314142718,-0.0216298100991307
"high","LM bru model",0.156084645416437,0.124684970655146,54.6135348351466,17.9514428715317,-0.0220018885526649
"high","ST model coarser",NA,NA,98.0988815343725,99.9980479460534,-0.491632918233602
"mid","Generic PC",0.204451822228329,0.158316360272423,312.436654814217,52.9922819966928,0.0965793160585814
"mid","QM",0.163640360865525,0.118499371109203,129.973207636635,44.2213467348006,-0.0434606767727535
"mid","GB LM",0.152007121066521,0.114269884724268,259.859791510969,38.3431530316918,-0.00802346768507552
"mid","Linear model",0.14303289663969,0.10845947609343,262.980597685013,37.521989823295,0.00338104390131347
"mid","LM bru model",0.140321498726371,0.105790109666407,329.13214095999,36.3307765945923,0.00300243531919878
"mid","ST model coarser",NA,NA,451.204014678721,100,-0.170445133325548
"low","Generic PC",0.139220228965944,0.0894616954574092,716.480407837909,82.3812385193239,0.0566546325846443
"low","GB LM",0.0977972135551571,0.0658500120071144,727.514396000408,64.8066219011459,0.0158090178453336
"low","QM",0.0969282654663572,0.0588866024169048,248.296612448268,70.7827014315584,-0.0133602857846971
"low","Linear model",0.0968963746666762,0.0679583238193305,710.843534253384,78.510252346082,0.0204026094793949
"low","LM bru model",0.0941724272196264,0.066176385366579,684.522891442811,76.8189349101378,0.021708555150462
"low","ST model coarser",NA,NA,2159.58432166057,100,0.0230504664918356
