"date","variance","variance_unweighted","fit","observed","norm_power_est0","q0.025","median","q0.975","fit_unweighted","observed_unweighted","norm_power_est0_unweighted","q0.025_unweighted","median_unweighted","q0.975_unweighted","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci","aggr_in_ci_unweighted","shapiro_p","normality"
2025-05-16,0.000166540252471478,0.000166540252471478,0.307569646688207,0.29300352310618,0.45514091292038,0.307569646688207,0.307569646688207,0.307569646688207,0.307569646688207,0.29300352310618,0.45514091292038,0.307569646688207,0.307569646688207,0.307569646688207,0.693877551020408,0.692307692307692,0.7,0.923076923076923,0.939130434782609,0.857142857142857,0,0,9.1316537773284e-08,"not normal"
