"date","q0.025","median","q0.975","fit","observed","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","variance_samples","variance_observed","aggr_in_ci","shapiro_p","normality"
2025-08-04,-0.0587309300701914,-0.00767941546111315,0.0449434980626282,-0.0073026180529007,-0.0111956168658006,0.795918367346939,0.811965811965812,0.733333333333333,0.972789115646258,0.974358974358974,0.966666666666667,0.12421814647256,0.123873349426684,1,0.734353378269465,"maybe normal"
