"date","variance","variance_unweighted","fit","observed","norm_power_est0","q0.025","median","q0.975","fit_unweighted","observed_unweighted","norm_power_est0_unweighted","q0.025_unweighted","median_unweighted","q0.975_unweighted","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci","aggr_in_ci_unweighted"
2025-03-04,0.000874625138484636,0.000874625138484636,0.645690120236137,0.539751351967724,0.78833510263772,0.645690120236137,0.645690120236137,0.645690120236137,0.645690120236137,0.539751351967724,0.78833510263772,0.645690120236137,0.645690120236137,0.645690120236137,0.802721088435374,0.82051282051282,0.733333333333333,0.845070422535211,0.843478260869565,0.851851851851852,0,0
