"date","q0.025","median","q0.975","observed","fit","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci","shapiro_p","normality"
2025-08-05,-0.0500853585001215,-0.0327254839140948,-0.0154755163077915,-0.0353043173895236,-0.0334129530029802,0.82312925170068,0.846153846153846,0.733333333333333,0.965986394557823,0.974358974358974,0.933333333333333,1,0.0951470779757446,"maybe normal"
