"date","variance","variance_unweighted","q0.025","median","q0.975","fit","observed","norm_power_est0","q0.025_unweighted","median_unweighted","q0.975_unweighted","fit_unweighted","observed_unweighted","norm_power_est0_unweighted","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","variance_samples","variance_observed","aggr_in_ci","aggr_in_ci_unweighted","shapiro_p","normality"
2025-05-29,0.000368687508905908,0.000143113840490666,0.776575280918108,0.817089096700055,0.85586443920911,0.817054101183923,0.774437809629813,0.935031052962207,0.711129009511089,0.736778795312023,0.759591043315924,0.736588630983666,0.694377904426346,0.854798188478299,0.80952380952381,0.82051282051282,0.766666666666667,0.902777777777778,0.948275862068966,0.714285714285714,0.0814543196610421,0.097218533048462,0,0,4.15721725735423e-06,"not normal"
