"date","q0.025","median","q0.975","fit","observed","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","variance_samples","variance_observed","aggr_in_ci","shapiro_p","normality"
2025-02-28,-0.189382742825154,-0.179629072839054,-0.1696358890711,-0.179538337455085,-0.180200046846762,0.884353741496599,0.914529914529915,0.766666666666667,0.972789115646258,0.982905982905983,0.933333333333333,0.052935923074649,0.04985248719779,1,0.000343414967003139,"not normal"
