"date","q0.025","median","q0.975","observed","fit","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci","shapiro_p","normality"
2025-09-11,-0.025426417266976,-0.00460488460877255,0.0153648027811587,0.00125693567463304,-0.00577323885098298,0.843537414965986,0.88034188034188,0.7,0.952380952380952,0.982905982905983,0.833333333333333,1,0.517774981421673,"maybe normal"
