"model","RMSE","MAE","MDAPE","Bias"
"Generic PC",0.194795051695743,0.143817570990959,58.1792820530055,0.0847205314135978
"QM",0.150860269474577,0.104059943828669,48.4108700630692,-0.0400609675746661
"GB LM",0.142002477570354,0.103176292410326,42.1130839218625,-0.00999016320369964
"Linear model",0.132210406140711,0.0974507708148318,41.4226832701119,0.000717776503254229
"LM bru model",0.130712457575706,0.0965919740596837,40.9400791484813,0.000538789541745783
"ST model coarser",0.0978124226725487,0.0709448302063402,30.4113785343241,0.000839384346613125
