"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"mid","Generic PC",0.166629734808546,0.11379939362001,675.536531720944,67.3378791489306,0.0731588650064938
"mid","GB LM",0.112096125267651,0.0784219731241277,810.889692209857,50.2611176172551,-0.000499388916383791
"mid","QM",0.109926947719801,0.071950075177314,270.297924610375,55.2820548797973,-0.0212937598541585
"mid","Linear model",0.102931837175465,0.0699487403569485,578.206915682005,47.3890712768574,-0.00662154168544541
"mid","LM bru model",0.0998534808679388,0.0689109154064096,576.97619945815,47.062052092784,-0.00469774396277302
"mid","ST model coarser",0.0713706678535982,0.0475800394354015,357.870071972945,33.7889661738542,0.00123750226587339
"low","Generic PC",0.133923099707923,0.084524030821186,1119.82099718292,93.6726640909593,0.0531882418458092
"low","GB LM",0.0873611970509755,0.0580015472012798,1165.26923613608,71.0860024082127,0.0159411062030403
"low","QM",0.0860276946795629,0.051043562212316,364.519018682407,81.1859074756962,-0.00335181074168045
"low","Linear model",0.0824136441258391,0.0538317732985716,968.676452804722,72.159080750758,0.0135757396274722
"low","LM bru model",0.0791584172855005,0.0524279142925451,849.399619081295,74.3269356286729,0.0125390746852497
"low","ST model coarser",0.0477785153942627,0.030053062841627,483.899658035706,41.5453821434087,0.00298566490879496
