"date","q0.025","median","q0.975","fit","observed","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","variance_samples","variance_observed","aggr_in_ci","shapiro_p","normality"
2025-01-01,-0.174705330837238,-0.140965093146862,-0.108782857142566,-0.14128125771926,-0.142984552258405,0.782312925170068,0.811965811965812,0.666666666666667,0.986394557823129,0.991452991452991,0.966666666666667,0.112747345342207,0.111488785062379,1,0.000917547871519928,"not normal"
