"date","q0.025","median","q0.975","fit","observed","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","variance_samples","variance_observed","aggr_in_ci","shapiro_p","normality"
2025-09-11,0.0424697813440431,0.0666162854479908,0.0919545713193103,0.0667831225177709,0.0552166720662799,0.748299319727891,0.811965811965812,0.5,0.986394557823129,1,0.933333333333333,0.0482908882471687,0.0543035517364782,1,0.148444485298386,"maybe normal"
