"tech_typ","model","RMSE","MAE","MAPE","MDAPE","Bias"
"Wind Offshore","Generic PC",0.23935227617454,0.192623913361923,140.218840989927,43.2548408259777,0.184819155871857
"Wind Offshore","GB LM",0.152088214528019,0.115500502026236,78.1231945914587,20.8765723000933,-0.0652866134607192
"Wind Offshore","QM",0.12946997065154,0.0971903350935832,59.679113004849,18.6808056269923,0.0306627987255644
"Wind Offshore","Linear model",0.122360837137124,0.0921755240815123,63.1175821853853,17.5381272387536,0.000921778298725096
"Wind Offshore","LM bru model",0.119579749720374,0.0900826157342704,83.774973656844,17.0183691425753,0.000687108491851049
"Wind Offshore","ST model coarser",NA,NA,118.864538693577,100,-0.496872544623636
"Wind Onshore","ST model coarser",0.415987989795564,0.309949339314671,1256.0035718849,99.9999926231692,-0.202653589126394
"Wind Onshore","Generic PC",0.183373516657092,0.136089585252373,424.318745252888,45.2112007440525,0.0776694353933866
"Wind Onshore","QM",0.163476678974755,0.113479800301365,178.564367299851,42.4613981366982,-0.0469615838124933
"Wind Onshore","GB LM",0.149995553001076,0.110938501606524,425.102676309257,35.8957719740621,-0.0127971826662247
"Wind Onshore","Linear model",0.141557577105729,0.105495161703243,470.841552509416,35.8186611287641,0.00080177867585675
"Wind Onshore","LM bru model",0.139345542048659,0.104175554243945,454.639952233678,35.3715349300489,0.000922900350420206
