"model","mlik","dic","waic","mean_log_cpo","mean_log_gcpo","AIC","BIC","logLik","deviance","R2"
"ts_bru0_lm_250920.rds",3680.13213203834,-7500.58823950776,-7503.58180625407,0.538895230894488,0.53361982826121,NA,NA,NA,NA,NA
"st_bru0_very_coarse_250920.rds",4373.78230715684,-9416.61033513206,-9472.74965498973,0.679604127470759,0.656038728822281,NA,NA,NA,NA,NA
"lm_model_aic0_250920.rds",NA,NA,NA,NA,NA,-7363.58492249995,-7240.31692526927,3699.79246124998,140.821293756386,0.815075938753578
"gblm_model_aic0_250920.rds",NA,NA,NA,NA,NA,-364084.390839545,-363978.047597565,182053.195419772,301.965090619143,0.958670502860869
"qm_model_250920.rds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.772721915805496
