"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"high","Generic PC",0.222262069781832,0.178868881562034,61.2376023694328,24.8161793098754,0.133654081950762
"high","QM",0.18626623289365,0.144627326571354,34.9470747160922,20.7808191259303,-0.0338486799659356
"high","GB LM",0.1773295950747,0.141911181517258,46.8417056890178,19.8243315022226,-0.0636917604459524
"high","Linear model",0.156779823709831,0.124644569366685,32.9297710915885,16.5340581181189,-0.0211439952350953
"high","LM bru model",0.150974452018532,0.119980096388231,29.5450017469005,16.0265976950115,-0.0216829744202266
"high","ST model coarser",0.118141139271279,0.0916254328940279,26.9556824848976,11.699330524441,-0.000593749824072577
"mid","Generic PC",0.197795222931221,0.152140034346953,274.586777538764,57.680370713393,0.0904145148523362
"mid","QM",0.1583346630025,0.113046486207922,125.842225699708,46.9774956016303,-0.0323923483888728
"mid","GB LM",0.147050438008091,0.108703376313533,207.594335210079,40.2099543289479,-0.00271090633719491
"mid","Linear model",0.138805848404454,0.105118747411019,230.524615321552,40.5742188543315,0.0101747378852364
"mid","LM bru model",0.138054692040458,0.103694490841543,225.71106098797,38.7358694110083,0.0105023966090641
"mid","ST model coarser",0.0977148931995121,0.0714539476380032,128.642496736586,28.6727720300855,0.000898649415147421
