"model","mlik","dic","waic","mean_log_cpo","mean_log_gcpo","AIC","BIC","logLik","deviance","R2"
"ts_bru0_lm_250831.rds",4932.09214911345,-10056.061328984,-10058.5250629036,0.69715294237682,0.691866730637273,NA,NA,NA,NA,NA
"st_bru0_very_coarse_250831.rds",6107.49389039574,-13070.6631075984,-13142.9316521908,0.909978347951903,0.87970694612276,NA,NA,NA,NA,NA
"lm_model_aic0_250831.rds",NA,NA,NA,NA,NA,-9494.77796371489,-9370.86994420854,4765.38898185744,112.702492462608,0.774791924934509
"gblm_model_aic0_250831.rds",NA,NA,NA,NA,NA,-364084.390839545,-363978.047597565,182053.195419772,301.965090619143,0.958670502860869
"qm_model_250831.rds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.704076948925404
