"model","mlik","dic","waic","mean_log_cpo","mean_log_gcpo","AIC","BIC","logLik","deviance","R2"
"ts_bru0_lm_250212.rds",3776.76093298909,-7725.6044929708,-7728.91080152874,0.522364581209245,0.516434629864386,NA,NA,NA,NA,NA
"st_bru0_very_coarse_250212.rds",5079.08382733589,-10804.8446186405,-10842.8012417888,0.732506286515766,0.716252956487586,NA,NA,NA,NA,NA
"lm_model_aic0_250212.rds",NA,NA,NA,NA,NA,-7142.5925697794,-7011.32223530394,3590.2962848897,164.099874113936,0.717415094972363
"gblm_model_aic0_250212.rds",NA,NA,NA,NA,NA,-364084.390839545,-363978.047597565,182053.195419772,301.965090619143,0.958670502860869
"qm_model_250212.rds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68977853628153
