"date","q0.025","median","q0.975","fit","observed","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","variance_samples","variance_observed","aggr_in_ci","shapiro_p","normality"
2025-06-04,-0.0684698300935269,-0.0496597510833018,-0.0302348595972131,-0.0494314794016221,-0.057485510943717,0.802721088435374,0.811965811965812,0.766666666666667,0.986394557823129,0.991452991452991,0.966666666666667,0.111289327813621,0.112898955447664,1,0.0608986234526539,"maybe normal"
