"model","mlik","dic","waic","mean_log_cpo","mean_log_gcpo","AIC","BIC","logLik","deviance","R2"
"ts_bru0_lm_250914.rds",3451.36986171559,-7062.06916270385,-7065.51859061577,0.502811290677493,0.495927370924378,NA,NA,NA,NA,NA
"st_bru0_very_coarse_250914.rds",4667.94853065119,-10025.3956907297,-10086.4687202883,0.717133986606692,0.697000251684316,NA,NA,NA,NA,NA
"lm_model_aic0_250914.rds",NA,NA,NA,NA,NA,-6680.40742049616,-6604.97631933507,3351.20371024808,158.467925645287,0.725076935655249
"gblm_model_aic0_250914.rds",NA,NA,NA,NA,NA,-364084.390839545,-363978.047597565,182053.195419772,301.965090619143,0.958670502860869
"qm_model_250914.rds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.683474110750928
