"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"mid","Generic PC",0.205890079887747,0.156488306965454,464.554558407312,55.0181208443531,0.105095731120333
"mid","QM",0.154777015694752,0.107774793672463,157.856477151902,43.4222805347845,-0.0406197498122089
"mid","GB LM",0.149319494465097,0.111577442316261,446.962365316804,38.8450905587282,-0.0050788650705386
"mid","Linear model",0.139771180761693,0.103324856685097,377.223734021636,37.4732864990271,-0.00514953402774247
"mid","LM bru model",0.136249503520842,0.100732219954421,374.60556742222,37.0287851718768,-0.0053018640496999
"mid","ST model coarser",0.0976874211159714,0.0705298674384038,297.145811483475,25.5096809872302,0.000621692924043869
"low","Generic PC",0.151607874335227,0.106855879936014,967.007517620247,79.0013028962729,0.0568830373468785
"low","QM",0.115973620633855,0.0741555137485718,356.694715110776,64.2993248745065,-0.0260524467579799
"low","GB LM",0.115183917909892,0.0791605246893976,979.340245139889,60.9060283091011,0.0132073774300201
"low","Linear model",0.11326968144449,0.078108398716965,980.735567071933,61.9934342306998,0.0113973818617907
"low","LM bru model",0.108947014794625,0.0760053496058916,874.814720111334,61.3985187278081,0.0121607174062262
"low","ST model coarser",0.0734767568053764,0.0495606556811458,565.247574225916,39.6714292533028,0.00163776664988729
