"model","RMSE","MAE","MDAPE","Bias"
"Generic PC",0.146881729882846,0.0946092461045686,74.1566624377151,0.0591079428266527
"GB LM",0.0959502808054459,0.0642102399281299,56.4923442218052,0.0082317063217958
"QM",0.0929631644215868,0.0576010861520308,61.5984846068568,-0.0212084139635192
"Linear model",0.0868638393854867,0.0578919547126528,52.6188198783396,0.000748524247403884
"LM bru model",0.0844049141226693,0.0564604463449496,51.4357962514367,0.000951956971823991
"ST model coarser",0.0615043366952898,0.0396701463935586,37.8676383532953,0.00140393605833069
