"model","mlik","dic","waic","mean_log_cpo","mean_log_gcpo","AIC","BIC","logLik","deviance","R2"
"ts_bru0_lm_250207.rds",4135.6844249367,-8423.66371009402,-8427.20901898144,0.585222596990813,0.580393484819573,NA,NA,NA,NA,NA
"st_bru0_very_coarse_250207.rds",5050.44443132014,-10825.7479196521,-10852.2968283348,0.753033629401603,0.729839834834437,NA,NA,NA,NA,NA
"lm_model_aic0_250207.rds",NA,NA,NA,NA,NA,-8113.9926122843,-7983.23772248922,4075.99630614215,135.875366455754,0.817530946870302
"gblm_model_aic0_250207.rds",NA,NA,NA,NA,NA,-364084.390839545,-363978.047597565,182053.195419772,301.965090619143,0.958670502860869
"qm_model_250207.rds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766447713863758
