"date","q0.025","median","q0.975","observed","fit","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci","shapiro_p","normality"
2025-09-18,-0.141253141694467,-0.101379890458266,-0.064556051238856,-0.104631040888847,-0.101729289050259,0.80952380952381,0.863247863247863,0.6,0.965986394557823,0.991452991452991,0.866666666666667,1,0.534950283569189,"maybe normal"
