"date","q0.025","median","q0.975","fit","observed","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","variance_samples","variance_observed","aggr_in_ci","shapiro_p","normality"
2025-07-19,-0.0522571987494612,-0.0264506717493853,0.00305658287794477,-0.0262261090703259,-0.0333713422275264,0.73469387755102,0.743589743589744,0.7,0.972789115646258,0.982905982905983,0.933333333333333,0.0568535235212296,0.0533212323244372,1,0.129562525343254,"maybe normal"
