"date","variance","variance_unweighted","fit","observed","norm_power_est0","q0.025","median","q0.975","fit_unweighted","observed_unweighted","norm_power_est0_unweighted","q0.025_unweighted","median_unweighted","q0.975_unweighted","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci","aggr_in_ci_unweighted","shapiro_p","normality"
2025-06-10,0.000517797742945956,0.000517797742945956,0.402638633898128,0.366308502826238,0.523395775007415,0.402638633898128,0.402638633898128,0.402638633898128,0.402638633898128,0.366308502826238,0.523395775007415,0.402638633898128,0.402638633898128,0.402638633898128,0.836734693877551,0.846153846153846,0.8,0.924137931034483,0.931034482758621,0.896551724137931,0,0,0.00203119166739643,"not normal"
