"date","q0.025","median","q0.975","fit","observed","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","variance_samples","variance_observed","aggr_in_ci","shapiro_p","normality"
2025-02-21,0.0909225216848947,0.166713340038033,0.250190385077826,0.167715454464965,0.176102261199797,0.755102040816326,0.786324786324786,0.633333333333333,0.986394557823129,0.991452991452991,0.966666666666667,0.443620244202743,0.447549818568413,1,0.266602151943266,"maybe normal"
