"date","q0.025","median","q0.975","observed","fit","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci","shapiro_p","normality"
2025-06-22,0.0140325826693328,0.0958591178278752,0.169692956710758,0.0928805188565915,0.091241752536284,0.687074829931973,0.743589743589744,0.466666666666667,0.965986394557823,0.991452991452991,0.866666666666667,1,0.743436889418189,"maybe normal"
