"model","RMSE","MAE","MDAPE","Bias"
"Generic PC",0.220470468053062,0.172139826914545,37.8367677686687,0.127422111819517
"QM",0.178807198715116,0.132126431593866,30.4882938803125,-0.0327151619236204
"GB LM",0.170607502487978,0.131071170324474,26.4870836675495,-0.0317882341505064
"Linear model",0.147489253403753,0.114082083387482,23.619220353028,0.000661947602082913
"LM bru model",0.142614139471939,0.110947204499369,22.8012425078009,0.00141964734023618
"ST model coarser",0.117554330484265,0.0887948870917979,18.0248270459077,0.00124859063890631
