"model","mlik","dic","waic","mean_log_cpo","mean_log_gcpo","AIC","BIC","logLik","deviance","R2"
"ts_bru0_lm_250118.rds",2360.35553740775,-4903.90113195353,-4906.93416992435,0.373662023792142,0.364344021694672,NA,NA,NA,NA,NA
"st_bru0_very_coarse_250118.rds",3156.91864747374,-6858.09732929838,-6919.00215335821,0.526702702756959,0.507104485215929,NA,NA,NA,NA,NA
"lm_model_aic0_250118.rds",NA,NA,NA,NA,NA,-4619.05621756828,-4490.05267570511,2328.52810878414,189.145138022379,0.689751846362117
"gblm_model_aic0_250118.rds",NA,NA,NA,NA,NA,-364084.390839545,-363978.047597565,182053.195419772,301.965090619143,0.958670502860869
"qm_model_250118.rds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61749333379074
