"date","q0.025","median","q0.975","observed","fit","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci","shapiro_p","normality"
2025-02-21,-0.0681525301062486,0.0489973475286252,0.175202266440724,0.0551493180147398,0.0502835059006853,0.693877551020408,0.675213675213675,0.766666666666667,0.986394557823129,0.991452991452991,0.966666666666667,1,0.583898338461235,"maybe normal"
