"model","mlik","dic","waic","mean_log_cpo","mean_log_gcpo","AIC","BIC","logLik","deviance","R2"
"ts_bru0_lm_250823.rds",10093.9017214598,-20405.9263068901,-20392.6338174323,1.2739019632202,1.26670099424218,NA,NA,NA,NA,NA
"st_bru0_very_coarse_250823.rds",11813.7055794403,-24764.356169809,-24558.0020234247,1.54165731221559,1.49892015479223,NA,NA,NA,NA,NA
"lm_model_aic0_250823.rds",NA,NA,NA,NA,NA,-20211.8732340451,-20093.0823902181,10122.9366170225,37.3506460922223,0.810177102381139
"gblm_model_aic0_250823.rds",NA,NA,NA,NA,NA,-364084.390839545,-363978.047597565,182053.195419772,301.965090619143,0.958670502860869
"qm_model_250823.rds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.782892404093035
