"model","mlik","dic","waic","mean_log_cpo","mean_log_gcpo","AIC","BIC","logLik","deviance","R2"
"ts_bru0_lm_250329.rds",3479.80870553851,-7125.9609604947,-7130.96726256757,0.496654472302683,0.489407946184846,NA,NA,NA,NA,NA
"st_bru0_very_coarse_250329.rds",4386.60829103451,-9403.33413166582,-9450.13923134061,0.657760398930508,0.643084233361965,NA,NA,NA,NA,NA
"lm_model_aic0_250329.rds",NA,NA,NA,NA,NA,-6893.52595191756,-6762.82655976261,3465.76297595878,160.053838440811,0.786296175764821
"gblm_model_aic0_250329.rds",NA,NA,NA,NA,NA,-364084.390839545,-363978.047597565,182053.195419772,301.965090619143,0.958670502860869
"qm_model_250329.rds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.712640131580586
