"date","variance","variance_unweighted","q0.025","median","q0.975","fit","observed","norm_power_est0","q0.025_unweighted","median_unweighted","q0.975_unweighted","fit_unweighted","observed_unweighted","norm_power_est0_unweighted","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","variance_samples","variance_observed","aggr_in_ci","aggr_in_ci_unweighted","shapiro_p","normality"
2025-09-25,0.000533857987345762,0.00016321319581236,0.319460703587628,0.362210460513566,0.408146994804364,0.362610877642202,0.301439451702581,0.515907738410022,0.201680586649465,0.227192420369074,0.250361487598165,0.226727127700039,0.216158979462532,0.323310960798975,0.639455782312925,0.632478632478632,0.666666666666667,0.944055944055944,0.938053097345133,0.966666666666667,0.0584324825288328,0.0494533489364932,0,1,1.50363833843117e-06,"not normal"
