"date","variance","variance_unweighted","fit","observed","norm_power_est0","q0.025","median","q0.975","fit_unweighted","observed_unweighted","norm_power_est0_unweighted","q0.025_unweighted","median_unweighted","q0.975_unweighted","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci","aggr_in_ci_unweighted","shapiro_p","normality"
2025-04-17,0.000231470357630227,0.000231470357630227,0.11818041926795,0.112353345272774,0.115551165238673,0.11818041926795,0.11818041926795,0.11818041926795,0.11818041926795,0.112353345272774,0.115551165238673,0.11818041926795,0.11818041926795,0.11818041926795,0.585034013605442,0.555555555555556,0.7,0.943262411347518,0.939130434782609,0.961538461538462,0,0,0.000331389136997115,"not normal"
