"date","variance","variance_unweighted","q0.025","median","q0.975","fit","observed","norm_power_est0","q0.025_unweighted","median_unweighted","q0.975_unweighted","fit_unweighted","observed_unweighted","norm_power_est0_unweighted","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","variance_samples","variance_observed","aggr_in_ci","aggr_in_ci_unweighted","shapiro_p","normality"
2025-04-09,0.00016038126473627,5.99211826158737e-05,0.121842665344195,0.147403118104393,0.171710405201145,0.147565383917333,0.13241955370988,0.155768966712374,0.0757575044253256,0.0901848420240031,0.105331895213737,0.0903239867279778,0.0830166311105746,0.0863103346127538,0.653061224489796,0.675213675213675,0.566666666666667,0.958041958041958,0.956521739130435,0.964285714285714,0.0207507994560732,0.0158869912259283,1,1,3.5121575130635e-09,"not normal"
