"date","variance","variance_unweighted","q0.025","median","q0.975","fit","observed","norm_power_est0","q0.025_unweighted","median_unweighted","q0.975_unweighted","fit_unweighted","observed_unweighted","norm_power_est0_unweighted","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","variance_samples","variance_observed","aggr_in_ci","aggr_in_ci_unweighted","shapiro_p","normality"
2025-05-27,0.000634000342097483,0.000264201730938021,0.464573950280667,0.511991572704671,0.560612104805681,0.512551505924931,0.484541855460638,0.655397970108694,0.426406122103004,0.459631488101462,0.490030534898572,0.459234869469292,0.432389136799649,0.572230521764004,0.816326530612245,0.829059829059829,0.766666666666667,0.916666666666667,0.939655172413793,0.821428571428571,0.0596385792004534,0.0622001790049967,1,1,0.35286450954031,"maybe normal"
