"date","variance","variance_unweighted","fit","observed","norm_power_est0","q0.025","median","q0.975","fit_unweighted","observed_unweighted","norm_power_est0_unweighted","q0.025_unweighted","median_unweighted","q0.975_unweighted","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci","aggr_in_ci_unweighted","shapiro_p","normality"
2025-05-01,0.000468549501519046,0.000468549501519046,0.164975616645011,0.14600663798,0.235551693257728,0.164975616645011,0.164975616645011,0.164975616645011,0.164975616645011,0.14600663798,0.235551693257728,0.164975616645011,0.164975616645011,0.164975616645011,0.82312925170068,0.82051282051282,0.833333333333333,0.950704225352113,0.956140350877193,0.928571428571429,0,0,0.011742269061857,"not normal"
