"date","variance","variance_unweighted","q0.025","median","q0.975","fit","observed","norm_power_est0","q0.025_unweighted","median_unweighted","q0.975_unweighted","fit_unweighted","observed_unweighted","norm_power_est0_unweighted","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","variance_samples","variance_observed","aggr_in_ci","aggr_in_ci_unweighted","shapiro_p","normality"
2025-08-26,0.00053425020715548,0.000204070739747393,0.321176345644599,0.365586639618806,0.411152926594628,0.365856440211675,0.328816883583735,0.520839959996437,0.308260333436278,0.338026014703656,0.365391869495777,0.33771055806051,0.310489803850171,0.412410152152088,0.82312925170068,0.846153846153846,0.733333333333333,0.880281690140845,0.868421052631579,0.928571428571429,0.0430853241518004,0.0354415339581969,1,1,0.0835525219455856,"maybe normal"
