"model","RMSE","MAE","MDAPE","Bias"
"Generic PC",0.171069843445518,0.128395093533907,66.5169874021556,0.0769779396253546
"QM",0.136249780770558,0.0959177816880504,51.3911436439552,-0.0103373141746143
"GB LM",0.124872112073147,0.0908775705146756,46.6403546842056,0.0111703056452845
"Linear model",0.113755515084916,0.0822076305710522,42.3226868316701,0.000195407628186899
"LM bru model",0.111383831176392,0.0805580382555426,41.9959777268996,0.000275319023884175
"ST model coarser",0.0879461942388656,0.0623475377103208,32.8525620728255,0.000579290113860067
