"model","mlik","dic","waic","mean_log_cpo","mean_log_gcpo","AIC","BIC","logLik","deviance","R2"
"ts_bru0_lm_250208.rds",4021.58468369581,-8209.42914081529,-8212.82929652204,0.554620917448113,0.548106859677671,NA,NA,NA,NA,NA
"st_bru0_very_coarse_250208.rds",5034.89091024689,-10726.2663426563,-10760.2085973646,0.726244623174083,0.706689422276863,NA,NA,NA,NA,NA
"lm_model_aic0_250208.rds",NA,NA,NA,NA,NA,-7974.58771092325,-7850.21174879677,4005.29385546163,146.932247603776,0.750173754576605
"gblm_model_aic0_250208.rds",NA,NA,NA,NA,NA,-364084.390839545,-363978.047597565,182053.195419772,301.965090619143,0.958670502860869
"qm_model_250208.rds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.699763517827864
