"model","RMSE","MAE","MAPE","MDAPE","Bias"
"Generic PC",0.153733762235113,0.146451550424977,40.5248450583584,36.4486288099924,0.146451550424977
"GB LM",0.0461020478838479,0.0368332965350295,8.39162061596575,7.97112099958364,-0.0303118747496382
"Linear model",0.0240059063649144,0.0189051891930814,5.9550107190447,3.97951806773725,0.0053046021003915
"QM",0.0231928702414326,0.0198124677264908,6.79099016030234,4.29468140986943,-0.00494278341430112
"LM bru model",0.0229082314324608,0.0179139790460259,5.26118523795569,4.04518887050999,0.00419050050228329
"ST model coarser",0.0130756375700922,0.00986914351235727,2.78455472390175,2.27591428804124,-0.0020370907512992
