"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"mid","Generic PC",0.205325106375865,0.165133461823177,478.464866900385,60.0884547008478,0.103294565991756
"mid","QM",0.164897011661481,0.123858905669076,241.966766419853,45.9529835126768,-0.00685812480907192
"mid","GB LM",0.149320285596073,0.113484803920931,350.793620281269,41.4427007574205,0.00674051271089441
"mid","Linear model",0.13641361585693,0.101056104270406,314.981230806752,36.0148591643737,-0.0164322977096841
"mid","LM bru model",0.132074800913577,0.0975063032022492,296.54306351184,34.6839709168534,-0.0173458167023037
"mid","ST model coarser",0.108497673447856,0.0797923413789751,346.947400715289,28.0361861704077,0.00013963900848934
"low","Generic PC",0.151452279651654,0.110366852579835,476.631077927414,69.5161993187535,0.0640638527095696
"low","QM",0.119710288982075,0.082206521795089,210.574784836991,55.2859721869257,-0.0120446209257734
"low","GB LM",0.11092115784336,0.0797837557882349,1035.46601178778,50.5247183122843,0.0133440922916869
"low","Linear model",0.100790587839,0.0729583132689642,350.391597405013,47.2106578827081,0.00835495015288839
"low","LM bru model",0.0996715044882533,0.0722411908167325,303.661385031452,47.15378603348,0.00892235740770098
"low","ST model coarser",0.0758511278834352,0.0537870289403428,248.011091369791,35.7863048586774,0.000795035571059982
