"model","RMSE","MAE","MAPE","MDAPE","Bias"
"Generic PC",0.118956452393535,0.11124924711051,75.452671191287,71.8451920068008,0.11124924711051
"GB LM",0.02315892477671,0.0194167568484542,14.820329820034,12.200751417689,0.0091645979726426
"QM",0.022433171337638,0.0179587009126575,12.8531607229722,9.87260264432508,0.00903826128908922
"LM bru model",0.0209081307841375,0.0171875630622075,13.0570532060283,10.0505385586663,0.00947794599915222
"Linear model",0.020006413269365,0.0164366923898055,12.1661937575216,9.07137320661846,0.007738525546146
"ST model coarser",0.00690781168587801,0.00548695291639685,4.03187549853078,3.32774748223644,0.000495133131050742
