"model","RMSE","MAE","MDAPE","Bias"
"Generic PC",0.155697334947981,0.10551175163987,73.9170792707989,0.0739866732231529
"QM",0.11495936185142,0.0715621711802191,55.2232120497308,-0.00846548507651385
"GB LM",0.107924820611209,0.074434064206556,50.6117988863253,0.0216555430918009
"Linear model",0.0994848080082555,0.0664055416817131,49.5026172705412,0.00260618669058548
"LM bru model",0.096413022498207,0.0642446650849371,47.7629516192728,0.00251762164173411
"ST model coarser",0.0745539658941368,0.0479665060006165,34.6741836013373,0.00207558041680439
