"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"mid","Generic PC",0.183827629334273,0.130266099652907,302.127885058671,57.1617452622301,0.0709590787282591
"mid","QM",0.129353001365136,0.0875167868664102,101.37490468853,48.1349460544153,-0.0529603914235788
"mid","GB LM",0.12770824123093,0.0902413187588535,373.577694298688,42.5479864379025,-0.0159954009295979
"mid","Linear model",0.112802078598604,0.0793621025205888,374.21434671492,40.273812306298,-0.0156129396124636
"mid","LM bru model",0.109237039400102,0.0764794264867778,363.833411307702,38.3363812656216,-0.014076348086937
"mid","ST model coarser",0.0797714433745977,0.0561509673303387,244.476124626891,28.5046189707685,0.000332774484383752
"low","Generic PC",0.120691551898404,0.0683812303780005,2067.3520606826,88.3353134870745,0.0443615743077171
"low","GB LM",0.0793860935510086,0.0519275857120362,2271.82316974879,71.2589759767032,0.020760998210441
"low","QM",0.0732985409707967,0.0387807096635398,939.250435301676,84.5891051490887,-0.00740792123845758
"low","Linear model",0.067959741174598,0.0414457063356315,1540.25123125502,69.1288318855526,0.00905964472421216
"low","LM bru model",0.0672524027118011,0.0411149812869927,1390.1988724639,68.4100888284113,0.00889855743742179
"low","ST model coarser",0.0491392347195314,0.0279734751334469,728.143865417577,47.4011247187521,0.00302685313290483
