"date","variance","variance_unweighted","q0.025","median","q0.975","fit","observed","norm_power_est0","q0.025_unweighted","median_unweighted","q0.975_unweighted","fit_unweighted","observed_unweighted","norm_power_est0_unweighted","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","variance_samples","variance_observed","aggr_in_ci","aggr_in_ci_unweighted","shapiro_p","normality"
2025-04-07,1.65007687583599e-05,5.22323507000376e-06,0.0506551992888369,0.0582066170123241,0.0665832037975005,0.0583714921387022,0.0604312578420287,0.107754266887803,0.020903686335348,0.0250882249138529,0.0296274612125566,0.0250828184485109,0.0238006787898957,0.0546953871315985,0.653061224489796,0.666666666666667,0.6,0.972027972027972,0.982758620689655,0.925925925925926,0.00407724954770062,0.00348272150281294,1,1,9.79654180297835e-14,"not normal"
