"date","q0.025","median","q0.975","observed","fit","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci","shapiro_p","normality"
2025-01-02,-0.158235444072378,-0.134747142053343,-0.109718632072342,-0.12372549301206,-0.134564871785229,0.789115646258503,0.837606837606838,0.6,0.952380952380952,0.974358974358974,0.866666666666667,1,0.0460012012164887,"not normal"
